,0,1
0,41,85
1,28,-32
2,-58,-73
3,-142,-53
4,-126,-45
5,-74,-41
6,-27,-45
7,-8,-55
8,-7,-60
9,-4,-62
10,0,-63
11,0,-60
12,-3,-61
13,-2,-64
14,-3,-62
15,-1,-62
16,-2,-63
17,-5,-68
18,-2,-64
19,-7,-61
20,-4,-64
21,-4,-65
22,0,-67
23,0,-64
24,3,-55
25,7,-58
26,5,-58
27,6,-55
28,5,-52
29,3,-53
30,2,-48
31,7,-49
32,7,-55
33,4,-53
34,8,-54
35,4,-50
36,2,-47
37,7,-50
38,5,-49
39,5,-46
40,4,-45
41,4,-47
42,7,-45
43,7,-46
44,0,-46
45,6,-47
46,4,-52
47,5,-49
48,5,-53
49,4,-52
50,8,-56
51,4,-61
52,7,-58
53,7,-62
54,6,-67
55,5,-73
56,5,-71
57,5,-72
58,3,-77
59,3,-79
60,4,-78
61,0,-83
62,2,-81
63,5,-80
64,2,-77
65,0,-74
66,6,-68
67,4,-70
68,5,-73
69,6,-68
70,4,-65
71,2,-64
72,-2,-71
73,0,-71
74,-1,-68
75,0,-68
76,0,-70
77,-1,-67
78,-7,-70
79,-2,-76
80,-2,-77
81,-1,-74
82,-5,-77
83,-4,-73
84,-4,-74
85,-4,-69
86,-6,-61
87,-4,-57
88,-5,-64
89,-13,-64
90,-1,-59
91,1,-58
92,5,-53
93,7,-54
94,8,-59
95,5,-57
96,-1,-52
97,-6,-52
98,-7,-56
99,-8,-60
100,-9,-64
101,-17,-75
102,-14,-75
103,-15,-72
104,-24,-75
105,-21,-72
106,-23,-68
107,-14,-23
108,1,58
109,15,116
110,25,125
111,17,18
112,-32,-75
113,-129,-71
114,-146,-65
115,-110,-63
116,-55,-72
117,-25,-71
118,-17,-69
119,-16,-68
120,-15,-72
121,-10,-71
122,-9,-79
123,-7,-78
124,-3,-77
125,-1,-75
126,0,-75
127,-2,-63
128,-3,-60
129,4,-56
130,6,-49
131,0,-56
132,3,-60
133,7,-56
134,5,-50
135,13,-44
136,19,-35
137,24,-33
138,17,-29
139,21,-40
140,23,-46
141,20,-41
142,20,-47
143,22,-45
144,22,-33
145,28,-33
146,33,-30
147,41,-35
148,49,-42
149,46,-35
150,42,-33
151,41,-32
152,34,-37
153,27,-38
154,14,-39
155,10,-42
156,6,-46
157,0,-49
158,-4,-52
159,-6,-61
160,0,-55
161,-1,-51
162,0,-52
163,4,-47
164,8,-45
165,0,-46
166,1,-46
167,0,-49
168,2,-36
169,9,21
170,26,92
171,43,72
172,68,-13
173,76,-80
174,39,-75
175,-82,-49
176,-116,-55
177,-64,-64
178,-15,-64
179,3,-64
180,12,-63
181,18,-59
182,19,-47
183,21,-40
184,21,-43
185,21,-41
186,24,-45
187,20,-46
188,21,-38
189,20,-38
190,19,-31
191,11,-27
192,2,-25
193,0,-25
194,0,-22
195,-7,-30
196,0,-39
197,1,-34
198,-2,-34
199,0,-31
200,1,-25
201,0,-27
202,0,-38
203,1,-42
204,1,-44
205,2,-41
206,4,-34
207,4,-42
208,9,-41
209,13,-45
210,18,-47
211,28,-54
212,27,-36
213,32,17
214,41,54
215,74,36
216,114,-43
217,151,-105
218,139,-94
219,113,-101
220,88,-117
221,94,-108
222,91,-83
223,73,-67
224,74,-54
225,56,-44
226,22,-51
227,-7,-55
228,-13,-42
229,-10,-43
230,-14,-47
231,-12,-52
232,-17,-48
233,-16,-49
234,-13,-45
235,-15,-34
236,-14,-35
237,-17,-40
238,-11,-40
239,-15,-47
240,-18,-48
241,-18,-51
242,-23,-51
243,-23,-48
244,-25,-54
245,-35,-48
246,-33,-45
247,-32,-47
248,-29,-43
249,-28,-35
250,-25,-27
251,-30,-24
252,-33,-31
253,-32,-14
254,-41,51
255,-37,98
256,-9,58
257,27,-16
258,54,-59
259,66,-57
260,44,-77
261,33,-110
262,56,-116
263,72,-96
264,57,-70
265,36,-57
266,31,-48
267,16,-46
268,-3,-52
269,-15,-49
270,-19,-51
271,-22,-49
272,-28,-56
273,-23,-71
274,-22,-59
275,-26,-45
276,-23,-42
277,-29,-55
278,-31,-57
279,-32,-54
280,-32,-56
281,-24,-52
282,-27,-47
283,-30,-47
284,-28,-41
285,-31,-48
286,-34,-48
287,-35,-39
288,-32,-34
289,-30,-31
290,-31,-27
291,-27,-38
292,-24,-51
293,-25,-53
294,-24,-59
295,-21,-64
296,-18,-61
297,-18,-47
298,-14,-43
299,-14,-33
300,-15,-54
301,-6,-50
302,-5,-47
303,-2,-47
304,4,-51
305,1,-69
306,12,-69
307,23,-22
308,-1,15
309,-77,12
310,-178,-6
311,-220,-27
312,-205,-19
313,-167,3
314,-134,19
315,-113,16
316,-98,-11
317,-72,-33
318,-59,-56
319,-34,-62
320,3,-59
321,22,-52
322,30,-44
323,39,-60
324,44,-59
325,43,-51
326,49,-48
327,54,-46
328,54,-54
329,53,-55
330,44,-52
331,32,-53
332,29,-59
333,33,-58
334,42,-59
335,50,-66
336,55,-61
337,64,-70
338,71,-72
339,77,-63
340,76,-64
341,81,-63
342,82,-72
343,84,-64
344,86,-62
345,94,-59
346,93,-65
347,90,-71
348,86,-67
349,80,-74
350,75,-77
