,0,1
0,-9,0
1,-11,0
2,-11,-2
3,-12,-1
4,-13,0
5,-12,-1
6,-21,0
7,-12,-3
8,-16,-1
9,-17,-2
10,-17,-3
11,-17,-4
12,-14,-3
13,-13,-1
14,-8,-2
15,-10,-2
16,-4,0
17,1,1
18,5,0
19,11,7
20,13,10
21,10,5
22,1,1
23,-8,-1
24,-11,-2
25,-14,-4
26,-17,-6
27,-19,-5
28,-16,-6
29,-14,-8
30,-19,-11
31,-28,-1
32,-12,22
33,80,30
34,197,10
35,220,-31
36,96,-86
37,31,-94
38,-1,-68
39,-9,-37
40,-8,-17
41,-14,-6
42,-10,-6
43,-13,-3
44,-16,-1
45,-12,1
46,-14,1
47,-11,2
48,-14,6
49,-4,5
50,-5,6
51,-4,8
52,-2,12
53,0,12
54,5,17
55,5,20
56,19,24
57,18,26
58,25,27
59,29,34
60,35,36
61,43,40
62,41,40
63,55,42
64,51,44
65,56,40
66,54,40
67,52,35
68,47,34
69,37,26
70,34,20
71,21,14
72,14,12
73,4,6
74,-3,0
75,-8,0
76,-14,0
77,-12,-2
78,-13,-3
79,-14,-4
80,-13,-2
81,-14,-3
82,-16,-4
83,-16,-3
84,-13,-3
85,-10,-2
86,-13,-2
87,-11,-2
88,-11,1
89,-11,-3
90,-12,0
91,-13,0
92,-6,-1
93,-11,0
94,-8,-2
95,-12,-2
96,-10,-2
97,-14,-1
98,-16,-3
99,-11,-3
100,-14,-2
101,-14,-3
102,-14,-3
103,-17,-6
104,-16,-4
105,-18,-3
106,-18,-4
107,-16,-4
108,-20,-5
109,-16,-5
110,-23,-7
111,-14,-8
112,-21,-2
113,-11,-4
114,-8,-2
115,-12,-5
116,-8,-2
117,0,-2
118,1,-4
119,5,2
120,13,4
121,12,1
122,2,-3
123,-8,-6
124,-13,-7
125,-16,-11
126,-18,-10
127,-19,-12
128,-14,-11
129,-16,-13
130,-16,-13
131,-32,-4
132,-27,14
133,63,37
134,224,40
135,276,5
136,124,-85
137,37,-96
138,2,-67
139,-1,-37
140,-8,-14
141,-10,-10
142,-8,-7
143,-14,-4
144,-11,-3
145,-14,-2
146,-12,-1
147,-14,2
148,-8,2
149,-8,4
150,-8,4
151,-3,6
152,-3,11
153,2,12
154,2,16
155,11,17
156,14,25
157,19,25
158,26,30
159,29,34
160,37,41
161,42,44
162,51,45
163,52,47
164,57,47
165,57,47
166,58,43
167,55,42
168,49,36
169,44,28
170,34,21
171,21,15
172,12,12
173,4,5
174,-3,5
175,-8,1
176,-6,0
177,-14,-1
178,-12,-4
179,-14,-3
180,-14,-4
181,-14,-1
182,-18,-3
183,-9,-3
184,-16,-1
185,-12,-4
186,-14,-2
187,-13,-3
188,-13,1
189,-14,0
190,-8,-2
191,-11,2
192,-8,1
193,-12,0
194,-11,-2
195,-13,0
196,-14,1
197,-11,-1
198,-12,-2
199,-14,-3
200,-11,-2
201,-14,-2
202,-14,-4
203,-16,-2
204,-16,-3
205,-12,-2
206,-20,-4
207,-14,-2
208,-19,-4
209,-18,-5
210,-21,-3
211,-19,-5
212,-18,-5
213,-17,-4
214,-13,-4
215,-11,-3
216,-11,-3
217,-8,-3
218,-3,-2
219,4,-4
220,6,2
221,11,4
222,9,0
223,-2,-5
224,-13,-3
225,-18,-7
226,-12,-10
227,-23,-10
228,-18,-10
229,-21,-11
230,-16,-14
231,-19,-11
232,-43,2
233,-9,25
234,118,37
235,259,41
236,200,-32
237,86,-90
238,17,-86
239,0,-57
240,-2,-28
241,-8,-15
242,-11,-10
243,-14,-8
244,-14,-2
245,-17,-2
246,-12,-2
247,-12,2
248,-11,2
249,-11,4
250,-9,3
251,-10,5
252,-8,10
253,1,11
254,1,12
255,5,16
256,8,21
257,14,23
258,14,30
259,27,32
260,34,37
261,39,41
262,43,44
263,48,46
264,54,50
265,52,48
266,60,44
267,56,45
268,55,40
269,43,34
270,40,26
271,27,24
272,23,16
273,13,11
274,4,6
275,-3,4
276,-8,2
277,-12,1
278,-16,-1
279,-12,-2
280,-13,-1
281,-14,-1
282,-13,-4
283,-12,-3
284,-14,0
285,-14,-1
286,-11,-1
287,-11,1
288,-11,3
289,-13,0
290,-11,1
291,-13,2
292,-9,2
293,-10,2
294,-11,1
295,-12,1
296,-13,1
297,-12,1
298,-14,0
299,-11,-1
300,-12,-1
301,-14,-1
302,-13,-3
303,-16,-3
304,-16,-2
305,-18,-3
306,-12,-5
307,-18,-5
308,-14,-6
309,-19,-6
310,-18,-7
311,-23,-6
312,-17,-7
313,-18,-6
314,-19,-8
315,-14,-5
316,-11,-5
317,-10,-2
318,-11,-4
319,2,-3
320,1,-1
321,9,1
322,11,3
323,11,0
324,1,-1
325,-6,-5
326,-11,-7
327,-14,-10
328,-17,-8
329,-18,-10
330,-19,-11
331,-17,-10
332,-17,-12
333,-25,-7
334,-35,12
335,39,32
336,185,44
337,278,27
338,125,-77
339,49,-96
340,6,-71
341,0,-40
342,-5,-18
343,-6,-13
344,-11,-3
345,-13,-4
346,-9,-3
347,-12,-1
348,-10,2
349,-11,2
350,-8,2
351,-9,5
352,-3,8
353,-1,6
354,1,10
355,2,12
356,5,15
357,11,18
358,12,22
359,23,26
360,27,30
361,32,33
362,37,37
363,43,42
364,46,45
365,50,47
366,58,47
367,59,45
368,59,46
369,57,42
370,52,35
371,42,32
372,37,25
373,27,18
374,18,12
375,8,7
376,0,3
377,-6,3
378,-11,2
379,-9,1
380,-12,0
381,-11,-1
382,-12,-2
383,-13,-3
384,-14,-1
385,-16,0
386,-12,-2
387,-12,1
388,-13,2
389,-12,1
390,-12,0
391,-12,1
392,-12,3
393,-10,2
394,-11,3
395,-11,2
396,-11,3
397,-13,1
398,-14,0
399,-18,2
400,-12,0
401,-13,1
402,-16,-3
403,-14,-2
404,-19,-2
405,-16,-1
406,-21,-2
407,-17,-3
408,-16,-1
409,-18,-4
410,-19,-5
411,-20,-5
412,-21,-6
413,-23,-5
414,-24,-5
415,-16,-5
416,-13,-3
417,-13,-2
418,-14,-4
419,-9,-3
420,-1,1
421,1,3
422,12,2
423,10,6
424,2,0
425,-9,-3
426,-16,-6
427,-19,-10
428,-23,-6
429,-23,-10
430,-20,-10
431,-24,-10
432,-21,-12
433,-33,-11
434,-36,5
435,11,25
436,147,32
437,230,3
438,152,-58
439,49,-94
440,5,-81
441,-10,-51
442,-11,-28
443,-16,-11
444,-16,-8
445,-16,-3
446,-18,-4
447,-14,-1
448,-14,0
449,-14,1
450,-18,4
451,-12,3
452,-5,7
453,-10,8
454,-6,6
455,-4,11
456,1,12
457,2,17
458,9,20
459,18,24
460,18,26
461,26,28
462,28,32
463,36,36
464,41,40
465,48,40
466,52,40
467,52,40
468,55,40
469,52,35
470,49,31
471,40,27
472,35,22
473,27,14
474,14,11
475,6,6
476,-3,5
477,-5,1
478,-14,0
479,-13,-1
480,-14,-1
481,-16,-2
482,-14,-3
483,-16,-3
484,-14,-1
485,-17,1
486,-16,0
487,-12,0
488,-14,1
489,-11,2
490,-13,2
491,-14,1
492,-13,3
493,-12,2
494,-12,2
495,-12,2
496,-12,2
497,-16,2
498,-14,0
499,-17,2
500,-16,1
501,-12,0
502,-13,-1
503,-16,-1
504,-18,-1
505,-19,-1
506,-19,-3
507,-23,-1
508,-19,-3
509,-19,-3
510,-18,-3
511,-16,-3
512,-16,-1
513,-13,-3
514,-12,-3
515,-6,-1
516,3,1
517,4,2
518,10,4
519,11,6
520,3,3
521,-8,-2
522,-21,-3
523,-19,-5
524,-20,-6
525,-23,-7
526,-23,-10
527,-23,-10
528,-19,-12
529,-29,-7
530,-31,7
531,8,25
532,113,25
533,220,-3
534,166,-56
535,56,-96
536,13,-88
537,-14,-56
538,-12,-32
539,-13,-14
540,-16,-8
541,-16,-5
542,-18,-5
543,-13,-2
544,-20,4
545,-13,1
546,-11,2
547,-12,4
548,-8,6
549,-9,5
550,-4,6
551,-3,13
552,2,14
553,6,18
554,10,18
555,14,23
556,18,26
557,26,28
558,31,34
559,39,37
560,43,41
561,46,42
562,50,40
563,51,42
564,52,40
565,50,37
566,48,32
567,44,26
568,33,23
569,25,15
570,14,11
571,4,5
572,-3,5
573,-6,2
574,-8,-2
575,-12,-3
576,-12,-2
577,-14,-3
578,-14,-4
579,-17,-3
580,-13,-3
581,-11,-4
582,-14,-2
583,-11,-1
584,-12,-2
585,-12,-1
586,-13,0
587,-9,0
588,-11,0
589,-11,-1
590,-10,-1
591,-11,-1
592,-11,1
593,-11,0
594,-10,-2
595,-10,-1
596,-12,-2
597,-14,-3
598,-13,-3
599,-16,-2
600,-17,-3
601,-12,-2
602,-18,-3
603,-17,-2
604,-18,-4
605,-20,-5
606,-20,-5
607,-18,-5
608,-11,-3
609,-11,-2
610,-11,-4
611,-9,-4
612,-1,-2
613,0,-1
614,4,1
615,16,3
616,10,5
617,5,-1
618,-10,-4
619,-13,-8
620,-23,-6
621,-18,-7
622,-18,-11
623,-23,-10
624,-18,-8
625,-17,-12
626,-33,-8
627,-32,12
628,31,30
629,188,46
630,243,8
631,149,-64
632,52,-92
633,9,-75
634,-2,-42
635,-8,-18
636,-5,-11
637,-12,-6
638,-10,-4
639,-16,-3
640,-13,-2
641,-16,2
642,-12,0
643,-10,2
644,-9,3
645,-9,5
646,-8,6
647,-3,8
648,-1,13
649,2,15
650,8,17
651,11,21
652,16,26
653,24,30
654,28,33
655,35,40
656,41,42
657,49,46
658,50,45
659,55,47
660,55,46
661,58,45
662,51,42
663,55,35
664,42,31
665,34,23
666,21,16
667,14,10
668,2,10
669,-2,3
670,-6,1
671,-10,-2
672,-12,-1
673,-14,-4
674,-14,-3
675,-17,-3
676,-12,-2
677,-14,-3
678,-12,-4
679,-16,-3
680,-13,-1
681,-17,0
682,-13,-1
683,-13,1
684,-12,0
685,-13,0
686,-11,-3
687,-17,3
688,-8,1
689,-12,0
690,-11,-3
691,-14,0
692,-12,-1
693,-17,1
694,-13,-2
695,-12,0
696,-14,-2
697,-18,-2
698,-16,-5
699,-19,-2
700,-20,-3
701,-14,-2
702,-20,-6
703,-18,-4
704,-20,-8
705,-19,-3
706,-16,-3
707,-8,-3
708,-13,-3
709,-4,-3
710,0,-3
711,3,1
712,8,5
713,16,5
714,4,-1
715,-3,-5
716,-14,-6
717,-14,-8
718,-24,-10
719,-12,-10
720,-23,-8
721,-19,-12
722,-17,-14
723,-21,-13
724,-46,2
725,-9,23
726,102,36
727,242,36
728,186,-34
729,81,-88
730,19,-86
731,1,-58
732,-4,-30
733,-6,-17
734,-11,-11
735,-14,-7
736,-13,-4
737,-16,-2
738,-10,-3
739,-14,-2
740,-9,3
741,-12,3
742,-9,1
743,-10,6
744,-1,6
745,-3,10
746,2,10
747,3,15
748,8,18
749,12,23
750,20,26
751,29,30
752,32,35
753,40,37
754,43,41
755,48,43
756,51,47
757,60,46
758,56,45
759,60,43
760,56,40
761,50,34
762,40,28
763,34,22
764,23,16
765,13,12
766,5,4
767,-3,3
768,-6,3
769,-10,1
770,-10,-2
771,-12,-2
772,-12,-1
773,-14,-4
774,-16,-2
775,-16,-2
776,-9,0
777,-14,-2
778,-12,-2
779,-13,-2
780,-12,2
781,-13,1
782,-6,1
783,-12,1
784,-8,1
785,-12,0
786,-11,0
787,-16,0
788,-6,3
789,-13,0
790,-10,-2
791,-14,-3
792,-12,-2
793,-19,-2
794,-13,-5
795,-17,-4
796,-17,-5
797,-19,-7
798,-18,-10
799,-21,-6
800,-17,-8
801,-19,-7
802,-17,-10
803,-19,-7
804,-14,-7
805,-14,-5
806,-12,-7
807,-4,-3
808,0,-3
809,3,-2
810,9,0
811,11,1
812,4,-1
813,-2,-4
814,-12,-7
815,-14,-10
816,-18,-11
817,-19,-12
818,-23,-14
819,-19,-13
820,-14,-14
821,-24,-15
822,-35,-2
823,-6,18
824,121,38
825,236,31
826,184,-42
827,77,-94
828,19,-88
829,0,-58
830,-5,-34
831,-9,-20
832,-10,-12
833,-6,-8
834,-11,-8
835,-14,-7
836,-13,-3
837,-12,-3
838,-13,-2
839,-12,-1
840,-2,1
841,-6,2
842,-3,3
843,-3,4
844,4,6
845,3,12
846,13,11
847,17,18
848,23,22
849,27,25
850,29,27
851,37,34
852,41,37
853,52,38
854,54,38
855,59,40
856,59,41
857,58,36
858,52,33
859,46,27
860,40,22
861,32,16
862,21,11
863,10,5
864,0,0
