,0,1
0,-31,-9
1,-37,-7
2,-43,-9
3,-45,-11
4,-47,-13
5,-47,-11
6,-47,-11
7,-47,-13
8,-45,-15
9,-43,-15
10,-43,-13
11,-43,-13
12,-43,-15
13,-41,-13
14,-41,-13
15,-39,-13
16,-41,-15
17,-39,-13
18,-41,-13
19,-39,-13
20,-41,-15
21,-39,-15
22,-41,-13
23,-39,-15
24,-41,-15
25,-41,-15
26,-43,-15
27,-45,-17
28,-43,-17
29,-43,-19
30,-45,-19
31,-45,-21
32,-45,-21
33,-43,-19
34,-43,-19
35,-43,-21
36,-45,-19
37,-43,-19
38,-45,-21
39,-43,-23
40,-45,-21
41,-45,-19
42,-45,-21
43,-45,-21
44,-43,-21
45,-41,-21
46,-41,-23
47,-41,-23
48,-39,-21
49,-41,-19
50,-41,-23
51,-41,-21
52,-41,-21
53,-39,-19
54,-39,-21
55,-41,-23
56,-37,-21
57,-37,-19
58,-37,-19
59,-37,-21
60,-35,-19
61,-35,-19
62,-35,-19
63,-35,-21
64,-35,-21
65,-35,-19
66,-37,-19
67,-35,-21
68,-35,-21
69,-35,-19
70,-35,-21
71,-35,-21
72,-35,-19
73,-33,-17
74,-33,-21
75,-33,-21
76,-33,-21
77,-31,-19
78,-31,-21
79,-31,-23
80,-31,-21
81,-31,-19
82,-31,-21
83,-31,-21
84,-31,-19
85,-27,-17
86,-31,-21
87,-29,-21
88,-29,-19
89,-27,-17
90,-29,-17
91,-27,-19
92,-27,-19
93,-25,-17
94,-29,-19
95,-27,-19
96,-25,-17
97,-27,-13
98,-25,-15
99,-17,-5
100,-13,-1
101,7,3
102,7,1
103,-13,-19
104,-17,-23
105,-17,-17
106,-19,-17
107,-31,-21
108,-33,-25
109,-31,-25
110,-27,-23
111,-29,-25
112,-25,-23
113,-25,-21
114,-19,-21
115,-33,-17
116,-113,19
117,-129,57
118,51,63
119,411,-37
120,597,-163
121,631,-243
122,259,-219
123,29,-115
124,-17,-25
125,-25,3
126,-33,-3
127,-37,-7
128,-41,-7
129,-43,-3
130,-43,-5
131,-43,-7
132,-41,-5
133,-39,-3
134,-41,-5
135,-39,-5
136,-39,-5
137,-37,-3
138,-37,-5
139,-39,-7
140,-37,-7
141,-35,-3
142,-33,-5
143,-35,-7
144,-29,-5
145,-27,-3
146,-23,-5
147,-19,-7
148,-13,-5
149,-9,-3
150,-1,-5
151,5,-3
152,17,-1
153,29,1
154,41,1
155,51,-1
156,65,1
157,79,3
158,89,3
159,95,1
160,103,1
161,101,1
162,85,-1
163,61,-3
164,31,-1
165,7,-1
166,-15,-1
167,-29,-3
168,-37,-3
169,-43,-3
170,-49,-5
171,-51,-7
172,-49,-7
173,-47,-7
174,-47,-9
175,-49,-9
176,-45,-9
177,-43,-7
178,-45,-9
179,-45,-9
180,-43,-9
181,-43,-7
182,-41,-7
183,-41,-9
184,-41,-9
185,-41,-5
186,-41,-9
187,-43,-9
188,-45,-9
189,-43,-9
190,-45,-11
191,-47,-11
192,-47,-13
193,-47,-9
194,-47,-13
195,-47,-13
196,-47,-13
197,-47,-11
198,-47,-15
199,-49,-15
200,-47,-15
201,-47,-13
202,-47,-17
203,-47,-19
204,-49,-17
205,-47,-15
206,-49,-17
207,-49,-17
208,-47,-17
209,-45,-15
210,-47,-17
211,-49,-19
212,-47,-17
213,-45,-17
214,-45,-17
215,-43,-19
216,-43,-17
217,-41,-17
218,-43,-17
219,-43,-19
220,-45,-19
221,-41,-15
222,-43,-17
223,-41,-19
224,-37,-17
225,-35,-15
226,-37,-17
227,-41,-19
228,-39,-17
229,-37,-15
230,-39,-15
231,-39,-19
232,-37,-17
233,-35,-15
234,-37,-15
235,-37,-17
236,-35,-17
237,-31,-15
238,-33,-17
239,-37,-17
240,-31,-15
241,-31,-15
242,-33,-15
243,-33,-17
244,-31,-17
245,-31,-13
246,-31,-13
247,-35,-15
248,-25,-11
249,-21,1
250,-5,5
251,1,3
252,-15,-11
253,-17,-21
254,-15,-17
255,-21,-17
256,-31,-19
257,-33,-19
258,-31,-23
259,-31,-25
260,-29,-21
261,-27,-17
262,-27,-19
263,-21,-19
264,-19,-17
265,-81,5
266,-127,43
267,-23,73
268,307,37
269,573,-85
270,675,-185
271,373,-237
272,49,-159
273,-13,-51
274,-21,-7
275,-29,-3
276,-35,-7
277,-37,-7
278,-39,-7
279,-41,-9
280,-37,-7
281,-37,-3
282,-37,-5
283,-39,-5
284,-39,-5
285,-35,-3
286,-35,-5
287,-33,-7
288,-35,-7
289,-33,-5
290,-31,-7
291,-29,-11
292,-27,-9
293,-23,-7
294,-21,-9
295,-19,-11
296,-13,-9
297,-9,-7
298,-3,-9
299,3,-11
300,11,-9
301,23,-7
302,33,-9
303,43,-9
304,59,-9
305,73,-5
306,85,-7
307,93,-5
308,105,-7
309,113,-3
310,115,-5
311,105,-7
312,83,-7
313,53,-1
314,25,1
315,-1,-1
316,-19,-1
317,-29,1
318,-37,-3
319,-41,-5
320,-45,-5
321,-45,-5
322,-45,-7
323,-45,-7
324,-45,-9
325,-41,-7
326,-41,-7
327,-41,-9
328,-39,-9
329,-37,-7
330,-37,-9
331,-39,-9
332,-35,-7
333,-35,-7
334,-35,-7
335,-37,-9
336,-35,-11
337,-35,-7
338,-35,-9
339,-37,-11
340,-37,-11
341,-37,-9
342,-37,-11
343,-39,-13
344,-39,-15
345,-37,-15
346,-39,-15
347,-37,-17
348,-37,-17
349,-37,-15
350,-37,-19
351,-39,-21
352,-39,-19
353,-39,-17
354,-39,-17
355,-37,-21
356,-37,-17
357,-35,-17
358,-35,-19
359,-35,-21
360,-37,-19
361,-33,-19
362,-33,-19
363,-33,-21
364,-33,-19
365,-31,-19
366,-33,-21
367,-31,-21
368,-29,-21
369,-27,-19
370,-29,-21
371,-29,-21
372,-29,-21
373,-27,-19
374,-27,-21
375,-27,-23
376,-25,-21
377,-25,-19
378,-23,-19
379,-31,-19
380,-27,-17
381,-17,-13
382,-11,-5
383,7,-3
384,7,-1
385,-9,-13
386,-13,-25
387,-13,-23
388,-15,-21
389,-23,-21
390,-27,-25
391,-23,-29
392,-23,-29
393,-19,-25
394,-19,-25
395,-15,-25
396,-9,-23
397,-17,-19
398,-95,7
399,-111,49
400,59,71
401,409,-3
402,609,-133
403,663,-227
404,301,-239
405,45,-149
406,-7,-49
407,-13,-11
408,-19,-7
409,-23,-9
410,-27,-11
411,-31,-11
412,-29,-11
413,-29,-7
414,-29,-7
415,-29,-9
416,-29,-9
417,-27,-7
418,-29,-9
419,-29,-9
420,-29,-9
421,-27,-9
422,-27,-9
423,-27,-11
424,-23,-9
425,-23,-9
426,-19,-9
427,-19,-11
428,-15,-11
429,-11,-9
430,-5,-9
431,-3,-11
432,7,-9
433,17,-7
434,27,-5
435,37,-7
436,51,-5
437,67,-3
438,79,-5
439,91,-5
440,101,-5
441,113,-1
442,119,-1
443,117,-3
444,105,-5
445,83,-3
446,51,-1
447,23,-1
448,-1,1
449,-17,1
450,-29,-1
451,-35,-5
452,-39,-5
453,-39,-3
454,-41,-5
455,-41,-7
456,-41,-5
457,-39,-5
458,-39,-7
459,-39,-7
460,-37,-7
461,-35,-3
462,-37,-7
463,-37,-7
464,-35,-5
465,-35,-5
466,-33,-5
467,-33,-7
468,-31,-5
469,-33,-5
470,-31,-5
471,-35,-9
472,-33,-5
473,-37,-5
474,-37,-7
475,-37,-7
476,-37,-7
477,-35,-7
478,-37,-9
479,-37,-9
480,-35,-9
481,-35,-9
482,-35,-11
483,-37,-11
484,-37,-11
485,-35,-9
486,-37,-11
487,-37,-11
488,-37,-11
489,-35,-11
490,-37,-11
491,-35,-13
492,-35,-11
493,-33,-11
494,-33,-11
495,-33,-13
496,-33,-11
497,-33,-9
498,-33,-11
499,-31,-11
500,-31,-11
501,-31,-9
502,-29,-11
503,-29,-11
504,-27,-11
505,-27,-7
506,-31,-7
507,-25,-7
508,-19,3
509,-5,9
510,7,11
511,-11,1
512,-15,-17
513,-15,-11
514,-15,-11
515,-21,-11
516,-29,-17
517,-27,-17
518,-27,-19
519,-25,-19
520,-23,-17
521,-21,-17
522,-19,-15
523,-13,-15
524,-33,-9
525,-109,27
526,-99,61
527,103,77
528,461,-3
529,621,-133
530,617,-221
531,221,-219
532,29,-121
533,-11,-25
534,-17,3
535,-25,1
536,-27,-3
537,-29,-1
538,-31,-1
539,-33,-3
540,-33,-1
541,-29,-1
542,-31,-1
543,-31,-1
544,-33,-1
545,-29,1
546,-29,-1
547,-29,-3
548,-27,-1
549,-25,1
550,-27,-1
551,-25,-5
552,-23,-3
553,-19,-3
554,-17,-3
555,-15,-5
556,-9,-5
557,-3,-3
558,3,-3
559,9,-3
560,19,-3
561,33,-1
562,45,-1
563,59,-1
564,73,1
565,85,1
566,99,1
567,109,-1
568,117,1
569,111,1
570,97,1
571,71,3
572,45,5
573,19,7
574,-3,7
575,-21,5
576,-31,5
577,-35,3
578,-41,3
579,-43,-1
580,-43,1
581,-43,1
582,-43,-1
583,-43,-1
584,-43,-1
585,-41,-1
586,-39,-1
587,-39,-3
588,-37,-1
589,-37,1
590,-37,-1
591,-39,-3
592,-37,-3
593,-37,-3
594,-37,-5
595,-39,-5
596,-39,-3
597,-39,-3
598,-39,-5
599,-41,-7
600,-41,-7
601,-41,-5
602,-41,-7
603,-43,-7
604,-43,-9
605,-43,-7
606,-45,-9
607,-45,-11
608,-43,-11
609,-41,-9
610,-43,-11
611,-43,-13
612,-43,-13
613,-41,-11
614,-43,-11
615,-45,-13
616,-43,-11
617,-41,-11
618,-43,-11
619,-43,-13
620,-41,-13
621,-41,-11
622,-43,-13
623,-43,-13
624,-43,-13
625,-39,-9
626,-39,-11
627,-39,-13
628,-39,-13
629,-37,-11
630,-37,-11
631,-37,-13
632,-39,-13
633,-35,-11
634,-35,-11
635,-37,-11
636,-43,-11
637,-29,-7
638,-27,-1
639,-17,3
640,-1,5
641,-13,3
642,-23,-19
643,-21,-17
644,-23,-13
645,-29,-11
646,-37,-17
647,-37,-21
648,-33,-21
649,-31,-19
650,-33,-19
651,-31,-19
652,-27,-17
653,-19,-13
654,-49,-11
655,-123,23
656,-95,59
657,123,79
658,483,1
659,635,-123
660,575,-213
661,137,-203
662,-5,-107
663,-25,-25
664,-31,-1
665,-37,-1
666,-39,-5
667,-43,-7
668,-41,-5
669,-41,-3
670,-41,-5
671,-39,-5
672,-39,-3
673,-39,-3
674,-39,-3
675,-39,-5
676,-35,-5
677,-33,-5
678,-37,-7
679,-35,-7
680,-33,-7
681,-29,-7
682,-29,-7
683,-27,-9
684,-23,-9
685,-19,-9
686,-15,-9
687,-11,-11
688,-5,-9
689,7,-7
690,15,-9
691,27,-9
692,41,-9
693,55,-7
694,69,-9
695,77,-9
696,87,-7
697,95,-5
698,103,-7
699,103,-9
700,89,-7
701,65,-1
702,37,-1
703,7,1
704,-17,1
705,-29,5
706,-39,1
707,-45,-1
