,0,1
0,-50,42
1,-31,16
2,-11,-3
3,0,-17
4,5,-25
5,6,-23
6,7,-17
7,7,-11
8,7,-7
9,7,-5
10,7,-4
11,6,-2
12,6,-1
13,5,-1
14,5,0
15,5,0
16,5,0
17,5,0
18,5,0
19,5,0
20,4,0
21,4,1
22,5,1
23,6,0
24,7,0
25,8,-1
26,8,-2
27,9,-2
28,10,-3
29,10,-3
30,11,-3
31,11,-4
32,10,-3
33,8,-1
34,6,0
35,5,1
36,3,3
37,2,4
38,1,6
39,1,7
40,0,8
41,0,9
42,0,9
43,0,9
44,0,9
45,0,10
46,-1,11
47,-1,11
48,-1,12
49,0,11
50,0,11
51,0,11
52,0,11
53,0,11
54,0,11
55,-1,11
56,-1,12
57,-1,13
58,-1,12
59,-1,12
60,-1,12
61,-2,14
62,-3,17
63,-3,20
64,-4,23
65,-6,24
66,-8,25
67,-10,25
68,-9,24
69,-8,23
70,-7,21
71,-5,18
72,-3,15
73,0,11
74,0,5
75,1,0
76,2,-2
77,3,-2
78,3,-2
79,3,-2
80,3,-1
81,2,0
82,0,8
83,-12,26
84,-35,50
85,-55,64
86,-58,58
87,-46,34
88,-27,10
89,-7,-9
90,3,-24
91,8,-29
92,9,-26
93,10,-20
94,10,-15
95,10,-11
96,10,-9
97,10,-8
98,9,-7
99,9,-7
100,9,-7
101,9,-5
102,8,-4
103,7,-3
104,7,-3
105,7,-3
106,7,-4
107,7,-3
108,7,-2
109,8,-2
110,8,-2
111,9,-2
112,10,-2
113,11,-3
114,12,-3
115,12,-4
116,12,-4
117,12,-3
118,11,-1
119,10,0
120,8,0
121,7,1
122,5,3
123,4,6
124,3,8
125,1,8
126,0,9
127,0,10
128,0,12
129,0,11
130,0,11
131,0,11
132,0,12
133,0,12
134,0,12
135,0,12
136,0,13
137,-1,13
138,-1,13
139,-1,13
140,-1,13
141,0,12
142,0,11
143,0,11
144,-1,11
145,-1,11
146,0,10
147,0,8
148,0,9
149,0,12
150,0,14
151,0,16
152,0,16
153,-2,15
154,-2,12
155,-1,9
156,0,4
157,0,2
158,1,-1
159,4,-6
160,6,-11
161,9,-18
162,12,-23
163,13,-26
164,14,-27
165,14,-27
166,14,-28
167,15,-27
168,14,-25
169,10,-15
170,-2,3
171,-25,26
172,-41,38
173,-42,27
174,-29,3
175,-10,-17
176,5,-33
177,14,-41
178,18,-42
179,19,-37
180,19,-30
181,18,-25
182,18,-21
183,17,-18
184,17,-16
185,16,-14
186,15,-11
187,14,-10
188,14,-10
189,14,-9
190,13,-8
191,13,-7
192,13,-7
193,13,-7
194,13,-10
195,14,-12
196,15,-13
197,15,-14
198,16,-15
199,17,-17
200,19,-19
201,20,-21
202,20,-22
203,20,-23
204,20,-24
205,19,-23
206,18,-22
207,17,-20
208,15,-17
209,12,-14
210,10,-12
211,8,-10
212,7,-9
213,7,-9
214,7,-9
215,7,-7
216,6,-7
217,5,-7
218,5,-5
219,5,-4
220,5,-3
221,4,-1
222,4,0
223,3,0
224,3,0
225,3,0
226,3,0
227,3,1
228,3,2
229,3,2
230,3,2
231,2,3
232,2,4
233,2,4
234,1,6
235,0,10
236,0,14
237,0,18
238,0,20
239,-1,21
240,-3,23
241,-4,22
242,-4,20
243,-4,20
244,-3,19
245,-1,16
246,0,11
247,0,6
248,2,2
249,3,0
250,4,-1
251,3,-1
252,3,0
253,3,0
254,4,1
255,3,7
256,-3,22
257,-22,45
258,-44,66
259,-55,68
260,-50,49
261,-34,25
262,-16,3
263,-2,-13
264,4,-22
265,6,-23
266,7,-19
267,7,-14
268,7,-10
269,7,-8
270,7,-8
271,7,-7
272,7,-5
273,6,-4
274,6,-4
275,6,-3
276,6,-3
277,6,-2
278,6,-2
279,6,-2
280,6,-2
281,6,-2
282,6,-2
283,7,-2
284,8,-2
285,9,-2
286,10,-2
287,10,-3
288,9,-4
289,8,-4
290,8,-4
291,7,-3
292,6,-1
293,5,0
294,3,2
295,2,4
296,0,7
297,0,9
298,-1,10
299,-1,10
300,-2,11
301,-3,12
302,-3,13
303,-4,13
304,-4,14
305,-4,15
306,-3,16
307,-3,17
308,-3,17
309,-4,18
310,-4,17
311,-4,16
312,-4,16
313,-5,17
314,-4,18
315,-4,18
316,-4,17
317,-5,17
318,-5,17
319,-5,17
320,-5,17
321,-5,17
322,-6,20
323,-7,24
324,-8,28
325,-9,30
326,-10,31
327,-12,32
328,-12,31
329,-11,28
330,-11,26
331,-10,25
332,-9,24
333,-6,20
334,-4,15
335,-2,10
336,-1,6
337,0,4
338,0,4
339,0,4
340,0,4
341,0,5
342,0,10
343,-6,23
344,-24,45
345,-47,67
346,-59,71
347,-56,55
348,-40,31
349,-21,9
350,-6,-6
351,1,-16
352,4,-19
353,5,-15
354,5,-9
355,5,-4
356,5,-1
357,5,0
358,5,0
359,4,1
360,4,1
361,3,1
362,3,2
363,3,3
364,2,4
365,2,4
366,2,4
367,2,4
368,3,5
369,4,4
370,4,4
371,5,4
372,6,3
373,7,2
374,7,1
375,7,1
376,8,1
377,8,1
378,8,2
379,7,2
380,6,3
381,5,4
382,3,7
383,2,9
384,2,12
385,1,12
386,0,13
387,0,13
388,-1,14
389,-2,14
390,-2,15
391,-2,15
392,-3,16
393,-3,17
394,-3,16
395,-3,16
396,-2,16
397,-2,16
398,-2,16
399,-3,17
400,-3,18
401,-3,17
402,-3,17
403,-3,18
404,-3,18
405,-3,16
406,-3,16
407,-3,16
408,-3,18
409,-3,21
410,-5,25
411,-6,28
412,-6,30
413,-8,31
414,-10,31
415,-11,30
416,-11,28
417,-10,26
418,-9,24
419,-7,22
420,-4,17
421,-2,13
422,0,7
423,0,3
424,0,2
425,0,2
426,1,1
427,1,1
428,1,1
429,1,6
430,-3,18
431,-21,38
432,-44,60
433,-58,68
434,-56,54
435,-42,32
436,-23,10
437,-6,-7
438,3,-20
439,6,-23
440,7,-19
441,7,-14
442,7,-9
443,7,-6
444,7,-4
445,7,-3
446,6,-2
447,6,0
448,5,0
449,5,0
450,5,0
451,6,0
452,6,0
453,6,0
454,6,0
455,6,0
456,6,0
457,7,0
458,7,0
459,8,-1
460,10,-2
461,10,-2
462,10,-2
463,11,-2
464,11,-2
465,10,-1
466,9,0
467,8,0
468,6,1
469,5,3
470,4,4
471,3,7
472,2,8
473,1,9
474,0,10
475,0,12
476,-1,14
477,-2,15
478,-2,14
479,-2,14
480,-2,14
481,-2,15
482,-3,15
483,-2,15
484,-2,15
485,-2,15
486,-2,16
487,-2,15
488,-2,15
489,-2,15
490,-2,15
491,-2,16
492,-2,16
493,-2,16
494,-2,16
495,-2,16
496,-2,19
497,-3,22
498,-4,26
499,-4,28
500,-6,29
501,-8,28
502,-8,27
503,-8,24
504,-7,23
