,0,1
0,-16,23
1,-19,23
2,-15,22
3,-19,24
4,-13,23
5,-14,23
6,-15,22
7,-14,23
8,-14,22
9,-13,22
10,-13,23
11,-7,22
12,-5,20
13,-3,20
14,-1,20
15,1,17
16,3,19
17,5,18
18,13,17
19,19,16
20,20,14
21,24,13
22,26,12
23,29,9
24,29,11
25,36,8
26,34,8
27,38,4
28,35,4
29,39,2
30,36,3
31,33,4
32,34,6
33,27,8
34,21,9
35,13,12
36,5,11
37,2,14
38,-5,17
39,-4,13
40,-8,14
41,-11,16
42,-11,17
43,-16,12
44,-14,16
45,-19,17
46,-13,14
47,-14,16
48,-17,14
49,-16,16
50,-19,16
51,-15,14
52,-20,18
53,-16,16
54,-14,17
55,-15,17
56,-14,17
57,-16,16
58,-17,18
59,-19,18
60,-15,17
61,-14,19
62,-16,18
63,-16,17
64,-16,17
65,-14,18
66,-17,19
67,-15,17
68,-15,18
69,-15,18
70,-15,18
71,-17,16
72,-15,17
73,-16,19
74,-14,18
75,-15,17
76,-13,14
77,-15,18
78,-15,16
79,-19,16
80,-20,18
81,-13,17
82,-15,16
83,-15,16
84,-16,17
85,-15,17
86,-17,16
87,-17,18
88,-16,14
89,-10,18
90,-15,16
91,-15,17
92,-16,17
93,-13,16
94,-16,19
95,-15,16
96,-13,17
97,-14,17
98,-16,17
99,-16,17
100,-13,17
101,-16,20
102,-13,18
103,-9,19
104,-14,18
105,-15,19
106,-14,17
107,-15,17
108,-14,17
109,-10,19
110,-11,18
111,-14,17
112,-14,17
113,-13,17
114,-14,18
115,-14,19
116,-11,16
117,-7,19
118,-14,18
119,-11,18
120,-11,17
121,-8,18
122,-20,20
123,-7,16
124,-14,19
125,-11,17
126,-9,19
127,-10,18
128,-5,20
129,-7,23
130,4,17
131,7,16
132,11,13
133,9,9
134,19,8
135,15,7
136,-2,13
137,4,14
138,-1,20
139,-7,20
140,-14,23
141,-19,22
142,-15,22
143,-19,22
144,-14,18
145,-9,19
146,-13,20
147,-1,28
148,32,17
149,115,-16
150,210,-49
151,216,-70
152,115,-66
153,-14,-40
154,-80,-11
155,-78,13
156,-54,25
157,-30,25
158,-17,23
159,-16,22
160,-17,23
161,-15,24
162,-10,22
163,-14,23
164,-14,23
165,-9,24
166,-14,23
167,-8,24
168,-9,22
169,-8,24
170,-14,25
171,-9,22
172,-8,24
173,-10,23
174,-8,22
175,-10,22
176,-8,22
177,-11,24
178,-7,22
179,-2,22
180,-7,20
181,-3,23
182,-5,19
183,0,19
184,-1,20
185,7,20
186,9,17
187,13,17
188,16,14
189,20,16
190,22,14
191,26,13
192,33,11
193,34,9
194,38,9
195,33,8
196,35,6
197,36,7
198,42,6
199,45,4
200,41,4
201,35,7
202,36,8
203,29,9
204,24,13
205,20,14
206,11,16
207,7,17
208,3,18
209,0,19
210,-5,23
211,-5,19
212,-8,22
213,-9,22
214,-11,23
215,-11,19
216,-13,23
217,-15,24
218,-9,23
219,-14,20
220,-14,22
221,-15,22
222,-10,22
223,-16,23
224,-11,20
225,-8,24
226,-10,22
227,-10,22
228,-9,20
229,-8,25
230,-9,24
231,-4,22
232,-7,24
233,-7,23
234,-8,23
235,-7,23
236,-10,23
237,-8,22
238,-9,24
239,-8,20
240,-9,22
241,-10,22
242,-10,23
243,-11,22
244,-9,22
245,-13,22
246,-13,22
247,-9,22
248,-13,23
249,-11,23
250,-10,23
251,-9,22
252,-13,22
253,-11,20
254,-11,22
255,-14,22
256,-8,22
257,-10,22
258,-8,22
259,-10,22
260,-8,20
261,-19,24
262,-5,20
263,-10,23
264,-5,22
265,-14,22
266,-8,19
267,-14,23
268,-9,20
269,-9,23
270,-8,20
271,-8,20
272,-11,19
273,-10,22
274,-8,20
275,-8,20
276,-9,20
277,-8,22
278,-9,20
279,-11,23
280,-9,22
281,-8,22
282,-10,22
283,-8,19
284,-9,20
285,-10,22
286,-11,20
287,-7,20
288,-4,20
289,-4,23
290,-2,22
291,0,19
292,10,17
293,14,14
294,13,11
295,14,9
296,14,8
297,4,13
298,5,16
299,1,20
300,-2,22
301,-7,23
302,-13,20
303,-19,23
304,-14,22
305,-10,22
306,-8,19
307,-8,23
308,1,25
309,30,23
310,104,-4
311,205,-41
312,235,-70
313,158,-76
314,19,-62
315,-67,-27
316,-74,4
317,-47,20
318,-27,23
319,-20,24
320,-16,23
321,-16,28
322,-15,27
323,-11,27
324,-11,25
325,-11,28
326,-10,25
327,-13,27
328,-11,27
329,-9,28
330,-9,25
331,-11,27
332,-8,24
