,0,1
0,21,21
1,-25,15
2,-37,7
3,-33,-1
4,-41,-7
5,-39,-11
6,-37,-15
7,-45,-11
8,-33,-15
9,-35,5
10,-35,-15
11,-35,-27
12,-35,-17
13,-13,-15
14,-43,-21
15,-57,-39
16,15,-21
17,-3,43
18,-19,-29
19,-25,-25
20,-39,-9
21,25,-23
22,-15,-5
23,97,-25
24,51,-19
25,-35,-47
26,-5,-19
27,7,-27
28,-51,-39
29,-51,-51
30,-45,-45
31,-47,-53
32,-77,-57
33,-57,-55
34,-5,-49
35,-53,-43
36,-67,-43
37,-53,-51
38,-67,-45
39,-115,-59
40,-125,-25
41,29,21
42,315,19
43,343,-7
44,-29,-197
45,-277,-397
46,-287,-429
47,-149,-323
48,-77,-151
49,-53,-55
50,-43,-39
51,-29,-27
52,-25,-17
53,-17,-11
54,-11,-7
55,-3,-1
56,7,-1
57,17,5
58,21,15
59,25,17
60,33,27
61,37,37
62,43,43
63,53,51
64,77,61
65,91,77
66,103,89
67,123,97
68,131,107
69,131,115
70,121,111
71,109,105
72,99,95
73,89,77
74,67,59
75,53,41
76,31,21
77,19,9
78,11,1
79,3,-3
80,-7,-11
81,-7,-15
82,-3,-15
83,-5,-15
84,-9,-15
85,-13,-11
86,3,-11
87,5,-9
88,-7,-5
89,-7,-7
90,-5,-7
91,-3,-9
92,7,-9
93,-3,-7
94,-7,-3
95,5,-7
96,15,-5
97,23,7
98,19,15
99,27,13
100,27,13
101,23,5
102,23,-5
103,33,-13
104,21,-9
105,-1,-9
106,-23,-23
107,-27,-31
108,-29,-31
109,-29,-31
110,-37,-31
111,-39,-33
112,-35,-29
113,-29,-27
114,-23,-23
115,-27,-27
116,-41,-35
117,-97,-19
118,-53,29
119,153,45
120,395,35
121,303,-15
122,-129,-251
123,-285,-427
124,-223,-405
125,-69,-251
126,-33,-65
127,-25,-17
128,-27,-1
129,-17,9
130,-13,13
131,-15,15
132,-3,19
133,13,17
134,9,25
135,5,33
136,-19,27
137,19,43
138,59,33
139,5,43
140,45,73
141,47,69
142,55,95
143,91,89
144,77,97
145,101,115
146,99,125
147,97,131
148,113,121
149,83,117
150,93,97
151,73,75
152,15,53
153,-9,39
154,-17,17
155,9,-1
156,-29,-5
157,-43,-15
158,-39,-13
159,-27,-21
160,-21,-19
161,-35,-15
162,-59,-19
163,-23,-17
164,-17,1
165,-33,7
166,25,-21
167,-43,-21
168,-21,-3
169,-11,-3
170,-21,-1
171,-1,-7
172,-13,-11
173,-7,-3
174,-19,9
175,-29,3
176,-9,-3
177,37,3
178,15,15
179,19,3
180,41,-15
181,7,-25
182,-7,-5
183,-43,-9
184,-29,-33
185,-29,-11
186,-33,-15
187,-51,-65
188,-27,-43
189,-37,-31
190,-43,-43
191,-27,-37
192,-23,-37
193,-45,-31
194,-25,-33
195,-75,-33
196,-117,-13
197,-1,25
198,257,5
199,297,-11
200,57,-203
201,-139,-395
202,-187,-451
203,-91,-373
204,-59,-199
205,23,-57
206,-25,-13
207,-23,-3
208,-29,29
209,-13,27
210,-11,13
211,-1,23
212,-5,29
213,5,35
214,-3,33
215,11,39
216,9,43
217,49,53
218,39,65
219,51,81
220,53,99
221,61,113
222,89,125
223,71,135
224,125,141
225,111,145
226,97,137
227,119,133
228,77,119
229,67,97
230,55,71
231,35,49
232,19,25
233,-5,3
234,23,-9
235,-1,5
236,-25,-33
237,-27,-37
238,5,-31
239,-1,-27
240,-19,-31
241,7,-31
242,-15,-27
243,-19,-23
244,-13,-25
245,-27,-25
246,17,-23
247,-7,-33
248,-43,-31
249,3,-33
250,-3,-37
251,-7,-31
252,-11,-27
253,-3,-19
254,19,-23
255,29,-13
256,17,-5
257,5,-33
258,29,-41
259,11,-37
260,-5,-33
261,-29,-25
262,-29,-67
263,-37,-63
264,-35,-57
265,-35,-55
266,-39,-51
267,-33,-53
268,-35,-53
269,-41,-53
270,-33,-47
271,-25,-29
272,-59,-55
273,-123,-51
274,-73,-15
275,123,-15
276,309,-3
277,139,-75
278,-109,-329
279,-175,-451
280,-157,-427
281,-67,-317
282,-51,-159
283,-33,-75
284,-13,-25
285,-7,-11
286,-11,-7
287,-7,13
288,-1,11
289,-1,1
290,-1,9
291,17,17
292,23,21
293,27,21
294,35,27
295,43,37
296,41,39
297,65,53
298,87,81
299,99,83
300,113,85
301,121,101
302,125,107
303,125,109
304,125,105
305,109,103
306,87,85
307,81,69
308,55,71
309,49,29
310,19,1
311,9,-5
312,-7,-15
313,-3,-19
314,-19,-21
315,-25,-23
316,-23,-23
317,-7,-21
318,-13,-19
319,-13,-19
320,-13,-19
321,-19,-21
322,-17,-21
323,-15,-19
324,-21,-19
325,-21,-23
326,-23,-25
327,-27,-25
328,-21,-25
329,-23,-25
330,-11,-17
331,-17,-11
332,-15,-13
333,3,-9
334,15,-5
335,1,-11
336,3,-29
337,1,-31
338,-5,-25
339,-35,-31
340,-39,-43
341,-33,-39
342,-35,-41
343,-47,-41
344,-45,-41
345,-35,-39
346,-33,-39
347,-27,-37
348,-29,-37
349,-31,-35
350,-37,-33
351,-77,-23
352,-67,9
353,103,23
354,313,13
355,225,-33
356,-79,-233
357,-217,-381
358,-207,-389
359,-111,-297
360,-57,-139
361,-57,-47
362,-35,-5
363,-23,3
364,-27,7
365,-33,9
366,-23,13
367,-27,13
368,-25,21
369,-13,27
370,-1,25
371,-1,13
372,7,23
373,13,33
374,19,41
375,33,53
