,0,1
0,-50,-15
1,-52,-8
2,-55,-12
3,-55,-14
4,-50,-14
5,-38,-5
6,-8,0
7,2,0
8,20,1
9,35,3
10,23,-1
11,23,-7
12,23,-8
13,35,-3
14,14,-3
15,-26,-12
16,-47,-14
17,-64,-15
18,-64,-17
19,-73,-21
20,-82,-22
21,-88,-22
22,-82,-19
23,-91,-19
24,-73,-21
25,-82,-22
26,-82,-17
27,-76,-38
28,-73,-24
29,17,21
30,255,1
31,488,-78
32,497,-192
33,55,-275
34,-373,-299
35,-361,-203
36,-197,-96
37,-132,-40
38,-97,-22
39,-102,-21
40,-85,-19
41,-88,-5
42,-67,-5
43,-79,-5
44,-73,-7
45,-73,-1
46,-67,-1
47,-64,-1
48,-55,0
49,-52,7
50,-47,10
51,-44,8
52,-38,15
53,-29,24
54,-11,29
55,0,31
56,11,36
57,26,43
58,38,56
59,55,61
60,88,75
61,111,84
62,141,91
63,161,96
64,191,101
65,208,114
66,250,117
67,255,115
68,279,110
69,255,98
70,232,78
71,173,56
72,123,31
73,64,17
74,11,1
75,-20,-5
76,-44,-15
77,-70,-10
78,-70,-15
79,-64,-19
80,-76,-24
81,-70,-14
82,-76,-19
83,-79,-15
84,-94,-21
85,-70,-22
86,-85,-17
87,-64,-17
88,-76,-19
89,-73,-21
90,-82,-8
91,-82,-19
92,-67,-21
93,-76,-17
94,-64,-14
95,-79,-17
96,-70,-21
97,-91,-12
98,-64,-14
99,-79,-15
100,-79,-19
101,-85,-14
102,-82,-19
103,-91,-15
104,-85,-15
105,-61,-10
106,-52,-8
107,-44,-7
108,-32,-5
109,-8,0
110,-8,0
111,-8,-10
112,-2,-8
113,2,-7
114,-5,-5
115,-52,-12
116,-82,-19
117,-102,-17
118,-91,-19
119,-108,-21
120,-114,-22
121,-117,-22
122,-117,-22
123,-117,-21
124,-114,-26
125,-108,-24
126,-108,-21
127,-108,-26
128,-105,-29
129,-50,-5
130,135,12
131,408,-24
132,535,-106
133,255,-194
