,0,1
0,-3,-9
1,-7,-12
2,-14,-13
3,-20,-10
4,-24,-9
5,-26,-6
6,-27,-6
7,-28,-5
8,-32,-9
9,-40,-11
10,-40,0
11,-12,25
12,45,54
13,101,70
14,110,67
15,71,-39
16,25,-144
17,-2,-131
18,-15,-71
19,-24,-28
20,-30,-8
21,-34,-1
22,-36,0
23,-36,0
24,-34,0
25,-32,1
26,-31,3
27,-28,3
28,-25,3
29,-21,3
30,-16,3
31,-12,4
32,-9,5
33,-6,7
34,-4,9
35,-1,13
36,4,15
37,11,18
38,20,22
39,31,27
40,42,31
41,51,35
42,57,39
43,60,41
44,62,37
45,61,35
46,55,27
47,48,22
48,41,16
49,31,12
50,21,7
51,15,5
52,11,1
53,7,0
54,2,0
55,-1,-3
56,-4,-7
57,-5,-9
58,-8,-10
59,-11,-9
60,-11,-7
61,-9,-7
62,-9,-6
63,-8,-6
64,-4,-6
65,0,-6
66,2,-6
67,3,-9
68,3,-13
69,1,-15
70,-1,-13
71,-6,-11
72,-12,-13
73,-19,-13
74,-25,-11
75,-28,-7
76,-28,-6
77,-28,-6
78,-28,-7
79,-33,-12
80,-41,-11
81,-35,8
82,5,39
83,69,69
84,119,73
85,110,58
86,57,-103
87,11,-174
88,-8,-106
89,-18,-50
90,-26,-17
91,-31,-3
92,-33,0
93,-34,0
94,-32,0
95,-30,0
96,-28,0
97,-27,0
98,-25,3
99,-22,5
100,-18,5
101,-14,4
102,-9,3
103,-6,5
104,-3,8
105,0,9
106,3,13
107,7,17
108,16,21
109,27,25
110,40,30
111,50,35
112,59,40
113,64,42
114,67,39
115,65,34
116,60,30
117,54,25
118,47,21
119,39,14
120,31,9
121,23,3
122,17,1
123,10,0
124,5,0
125,2,-5
126,0,-6
127,-4,-8
128,-6,-10
129,-6,-10
130,-8,-10
131,-8,-10
132,-6,-9
133,-5,-7
134,-3,-9
135,0,-6
136,3,-5
137,6,-5
138,8,-8
139,10,-11
140,9,-15
141,7,-14
142,4,-14
143,1,-14
144,-3,-14
145,-8,-11
146,-11,-10
147,-13,-10
148,-14,-10
149,-14,-9
150,-18,-12
151,-23,-11
152,-15,4
153,20,32
154,79,62
155,123,76
156,120,42
