,0,1
0,2,2
1,2,2
2,1,2
3,0,1
4,0,1
5,1,1
6,2,0
7,1,-1
8,0,-1
9,0,0
10,1,0
11,0,0
12,0,-1
13,0,-1
14,0,0
15,0,3
16,1,6
17,2,8
18,3,10
19,2,10
20,1,10
21,1,7
22,1,3
23,1,-1
24,0,-3
25,0,-3
26,0,-5
27,-2,-10
28,-4,-17
29,-6,-24
30,-7,-28
31,-7,-28
32,-7,-27
33,-5,-26
34,-5,-25
35,-6,-25
36,-3,-20
37,16,1
38,62,44
39,113,99
40,126,133
41,91,126
42,40,83
43,6,32
44,-4,2
45,-5,-7
46,-6,-11
47,-6,-13
48,-7,-15
49,-6,-16
50,-6,-15
51,-6,-14
52,-6,-14
53,-6,-13
54,-6,-11
55,-5,-11
56,-5,-13
57,-6,-14
58,-8,-14
59,-10,-13
60,-7,-13
61,-2,-13
62,-1,-12
63,-2,-12
64,-2,-11
65,-2,-11
66,-2,-11
67,-2,-12
68,-3,-13
69,-5,-13
70,-6,-12
71,-7,-12
72,-8,-13
73,-10,-14
74,-10,-15
75,-11,-16
76,-14,-19
77,-18,-23
78,-19,-25
79,-19,-24
80,-19,-23
81,-19,-22
82,-18,-20
83,-16,-18
84,-14,-16
85,-12,-15
86,-10,-15
87,-8,-14
88,-7,-13
89,-6,-10
90,-4,-7
91,-1,-6
92,0,-5
93,0,-5
94,1,-4
95,2,-4
96,1,-4
97,1,-4
98,2,-4
99,3,-4
100,1,-4
101,0,-5
102,0,-4
103,1,-3
104,0,-4
105,0,-8
106,0,-11
107,-1,-11
108,0,-8
109,0,-6
110,0,-3
111,0,0
112,1,1
113,3,3
114,4,4
115,4,4
116,3,3
117,2,0
118,1,-3
119,0,-8
120,0,-11
121,0,-12
122,-1,-15
123,-3,-21
124,-3,-28
125,-3,-34
126,-5,-34
127,-6,-33
128,-6,-32
129,-5,-32
130,-5,-33
131,-6,-34
132,4,-21
133,38,11
134,89,64
135,123,112
136,111,124
137,65,96
138,24,49
139,3,11
140,-3,-8
141,-5,-17
142,-5,-23
143,-6,-26
144,-6,-26
145,-5,-24
146,-4,-24
147,-4,-24
148,-5,-22
149,-6,-20
150,-6,-19
151,-3,-18
152,-1,-18
153,-1,-17
154,-1,-17
155,-2,-17
156,-3,-16
157,-4,-14
158,-4,-13
159,-5,-12
160,-4,-12
161,-4,-15
162,-4,-16
163,-4,-16
164,-5,-16
165,-5,-16
166,-5,-16
167,-6,-16
168,-7,-16
169,-8,-19
170,-11,-21
171,-13,-23
172,-15,-25
173,-18,-26
174,-20,-27
175,-21,-28
176,-19,-27
177,-16,-26
178,-15,-25
179,-15,-22
180,-15,-19
181,-12,-17
182,-9,-16
183,-7,-14
184,-5,-11
185,-3,-9
186,-3,-8
187,-2,-8
188,0,-7
189,0,-6
190,0,-6
191,1,-6
192,1,-5
193,1,-3
194,0,-3
195,0,-5
196,0,-7
197,0,-7
198,0,-8
199,0,-10
200,0,-12
201,0,-14
202,0,-13
203,0,-12
204,0,-11
205,0,-8
206,0,-4
207,0,0
208,-1,0
209,-2,0
210,-2,0
211,-1,0
212,0,-3
213,0,-10
214,0,-13
215,0,-16
216,-2,-19
217,-4,-22
218,-5,-28
219,-5,-34
220,-6,-38
221,-10,-39
222,-11,-40
223,-8,-40
224,-7,-40
225,-8,-42
226,-8,-40
227,2,-27
228,37,5
229,87,57
230,120,104
231,108,119
232,66,95
233,24,48
234,0,6
235,-8,-16
236,-10,-25
237,-10,-28
238,-9,-28
239,-8,-28
240,-7,-29
241,-7,-29
242,-7,-29
243,-7,-29
244,-8,-28
245,-8,-25
246,-7,-23
247,-6,-22
248,-6,-20
249,-7,-17
250,-5,-11
251,0,-5
252,1,-4
253,1,-3
