,0,1
0,27,-87
1,28,-91
2,28,-92
3,34,-85
4,31,-80
5,29,-88
6,35,-87
7,36,-88
8,33,-88
9,34,-85
10,34,-88
11,36,-84
12,35,-84
13,35,-83
14,39,-88
15,37,-81
16,35,-85
17,37,-80
18,38,-78
19,38,-79
20,37,-80
21,42,-79
22,42,-81
23,37,-80
24,35,-73
25,29,-65
26,30,-58
27,36,-52
28,43,-53
29,37,-50
30,41,-54
31,37,-54
32,37,-58
33,31,-75
34,37,-79
35,39,-84
36,36,-83
37,36,-82
38,30,-85
39,30,-82
40,28,-79
41,33,-80
42,30,-99
43,32,-22
44,35,170
45,16,275
46,-45,141
47,-116,-95
48,-145,-206
49,-72,-165
50,77,-109
51,98,-82
52,55,-78
53,36,-69
54,39,-66
55,42,-59
56,42,-51
57,41,-52
58,48,-57
59,44,-54
60,48,-53
61,49,-47
62,51,-45
63,51,-32
64,45,-35
65,46,-40
66,54,-41
67,53,-38
68,49,-32
69,47,-28
70,52,-32
71,48,-28
72,50,-26
73,45,-29
74,48,-30
75,44,-30
76,47,-29
77,43,-32
78,36,-36
79,25,-53
80,24,-57
81,19,-65
82,11,-68
83,7,-64
84,0,-70
85,-2,-68
86,-6,-62
87,-10,-67
88,-13,-65
89,-15,-60
90,-17,-63
91,-11,-65
92,-7,-62
93,1,-62
94,5,-63
95,5,-64
96,14,-65
97,18,-63
98,21,-65
99,18,-66
100,23,-75
101,19,-69
102,23,-67
103,13,-68
104,16,-67
105,17,-68
106,18,-69
107,19,-72
108,19,-85
109,18,-78
110,17,-80
111,11,-80
112,17,-80
113,19,-75
114,24,-76
115,22,-83
116,20,-82
117,23,-86
118,19,-84
119,19,-85
120,21,-82
121,20,-85
122,19,-83
123,23,-85
124,16,-85
125,17,-85
126,19,-82
127,19,-75
128,28,-78
129,26,-84
130,21,-90
131,25,-80
132,18,-80
133,21,-81
134,25,-81
135,26,-80
136,24,-85
137,24,-88
138,21,-85
139,22,-83
140,23,-81
141,27,-70
142,24,-64
143,30,-55
144,36,-55
145,32,-54
146,29,-60
147,26,-55
148,33,-53
149,21,-73
150,26,-75
151,29,-88
152,33,-87
153,28,-82
154,24,-84
155,22,-81
156,20,-81
157,16,-84
158,19,-101
159,15,-90
160,19,30
161,13,178
162,-36,174
163,-121,21
164,-191,-140
165,-170,-214
166,-1,-174
167,134,-122
168,105,-81
169,45,-67
170,25,-57
171,30,-55
172,34,-57
173,35,-55
174,35,-54
175,33,-50
176,39,-44
177,35,-43
178,40,-44
179,42,-42
180,44,-43
181,44,-42
182,43,-37
183,44,-29
184,45,-29
185,41,-27
186,45,-34
187,42,-34
188,43,-30
189,39,-30
190,39,-29
191,37,-27
192,33,-33
193,31,-39
194,27,-48
195,23,-52
196,16,-54
197,11,-63
198,3,-61
199,3,-66
200,-4,-73
201,-11,-74
202,-13,-77
203,-10,-72
204,-18,-66
205,-20,-67
206,-17,-60
207,-22,-63
208,-12,-61
209,-3,-67
210,-6,-65
211,0,-69
212,4,-68
213,2,-74
214,8,-68
215,8,-67
216,8,-73
217,15,-74
218,12,-73
219,9,-70
220,14,-75
221,10,-69
222,13,-70
223,12,-75
224,12,-80
225,11,-79
226,16,-78
227,16,-77
228,8,-81
229,17,-81
230,17,-87
231,17,-88
232,20,-85
233,14,-89
234,18,-87
235,17,-84
236,12,-85
237,24,-83
238,19,-90
239,18,-91
240,17,-84
241,17,-89
242,16,-83
243,20,-84
244,19,-87
245,20,-85
246,18,-87
247,21,-90
248,20,-87
249,19,-89
250,19,-86
251,15,-84
252,20,-89
253,20,-87
254,26,-89
255,25,-87
256,17,-84
257,21,-82
258,20,-85
259,27,-82
260,20,-80
261,23,-71
262,23,-62
263,29,-56
264,29,-53
265,26,-54
266,28,-58
267,32,-58
268,31,-72
269,21,-83
270,30,-85
271,33,-85
272,34,-85
273,29,-88
274,33,-92
275,27,-86
276,30,-80
277,25,-86
278,25,-93
279,26,14
280,30,207
281,-1,281
282,-59,117
283,-117,-128
284,-149,-215
285,-57,-175
286,84,-111
287,78,-87
288,39,-80
289,30,-76
290,34,-74
291,36,-69
292,37,-65
293,40,-65
294,41,-60
295,43,-67
296,39,-60
297,36,-59
298,32,-55
299,48,-52
300,52,-50
301,41,-52
302,42,-52
303,43,-49
304,42,-52
305,37,-45
306,39,-45
307,42,-42
308,44,-41
309,44,-47
310,46,-46
311,40,-51
312,38,-51
313,32,-47
314,28,-54
315,25,-66
316,22,-74
317,15,-82
318,17,-83
319,12,-87
320,12,-80
321,7,-78
322,1,-70
323,0,-69
324,0,-76
325,-2,-68
326,-6,-65
327,-4,-63
328,0,-65
329,2,-62
330,6,-66
331,14,-68
332,17,-68
333,15,-65
334,16,-60
335,18,-63
336,14,-61
337,18,-58
338,20,-63
339,16,-60
340,13,-58
341,12,-59
342,12,-61
343,10,-57
344,15,-63
345,17,-64
346,18,-64
347,14,-63
348,17,-66
349,18,-63
350,18,-63
351,17,-67
352,23,-65
353,20,-70
354,24,-69
355,23,-61
356,22,-65
357,21,-66
358,23,-66
359,26,-73
360,30,-68
361,25,-71
362,26,-73
363,23,-72
364,15,-65
365,28,-66
366,27,-69
367,30,-71
368,23,-70
369,29,-72
370,25,-70
371,24,-62
372,25,-69
373,23,-67
374,24,-66
375,28,-67
376,21,-66
377,21,-66
378,21,-60
379,19,-58
380,28,-47
381,25,-39
382,41,-40
383,28,-45
384,30,-40
385,29,-41
386,25,-47
387,32,-69
388,36,-78
389,32,-75
390,31,-76
391,29,-73
392,27,-73
393,20,-72
394,25,-69
395,25,-80
396,28,-92
397,24,-6
398,28,150
399,-7,207
400,-87,90
401,-177,-84
402,-191,-192
403,-59,-164
404,137,-107
405,130,-62
406,69,-52
407,37,-48
408,37,-41
409,46,-46
410,48,-48
411,42,-37
412,43,-36
413,50,-35
414,45,-30
415,47,-29
416,54,-29
417,49,-28
418,51,-31
419,47,-23
420,51,-19
421,50,-18
422,54,-23
423,57,-21
424,55,-18
425,52,-16
426,45,-18
427,48,-15
428,49,-19
429,45,-15
430,48,-29
431,41,-29
432,33,-30
433,27,-28
434,26,-38
435,13,-50
436,8,-54
437,4,-59
438,-2,-58
439,-13,-59
440,-15,-52
441,-19,-51
442,-24,-51
443,-21,-51
444,-15,-51
445,-12,-57
446,-10,-55
447,-4,-54
448,-3,-53
449,-3,-58
450,9,-62
451,8,-63
452,14,-57
453,11,-64
454,14,-57
455,13,-58
456,8,-60
457,13,-61
458,7,-65
459,11,-66
460,5,-66
461,6,-63
462,8,-60
463,9,-64
464,13,-65
465,11,-69
466,11,-69
467,10,-67
468,9,-74
469,10,-64
470,5,-64
471,7,-69
472,13,-70
473,11,-75
474,14,-74
475,13,-67
476,14,-67
477,10,-65
478,11,-71
479,17,-72
480,20,-72
481,14,-70
482,15,-67
483,22,-64
484,15,-67
485,19,-69
486,18,-74
487,19,-76
488,19,-71
489,14,-66
490,12,-65
491,9,-66
492,17,-59
493,13,-56
494,15,-52
495,24,-45
496,18,-44
497,16,-40
498,19,-40
499,25,-47
500,23,-61
501,25,-77
502,20,-78
503,23,-80
504,22,-77
505,19,-78
506,14,-79
507,11,-81
508,9,-82
509,14,-90
510,15,-71
511,18,90
512,14,276
513,-32,250
514,-101,18
515,-144,-184
516,-128,-204
517,17,-146
518,96,-91
519,57,-70
520,24,-64
521,24,-59
522,28,-61
523,33,-56
524,35,-50
525,29,-46
526,33,-44
527,38,-47
528,37,-46
529,34,-46
530,39,-40
531,36,-37
532,39,-36
533,35,-33
534,38,-31
535,39,-40
536,39,-38
537,38,-37
538,41,-31
539,39,-35
540,37,-33
541,35,-33
542,34,-34
543,32,-43
544,28,-41
545,29,-42
546,19,-48
547,19,-54
548,17,-63
549,14,-68
550,3,-68
551,5,-64
552,0,-59
553,0,-52
554,-9,-48
555,-9,-47
556,-6,-52
557,-4,-47
558,-4,-47
559,-1,-43
560,2,-42
561,3,-41
562,10,-42
563,10,-41
564,12,-46
565,9,-39
566,11,-38
567,7,-37
568,11,-41
569,13,-35
570,13,-44
571,13,-39
572,15,-39
573,14,-39
574,13,-42
575,10,-39
576,12,-43
577,18,-50
578,19,-57
579,12,-53
580,10,-51
581,12,-54
582,15,-50
583,12,-51
584,15,-57
585,14,-61
586,18,-54
587,17,-57
588,8,-55
589,13,-53
590,15,-56
591,15,-57
592,12,-59
593,16,-63
594,15,-62
595,12,-59
596,15,-56
597,10,-59
598,17,-63
599,12,-61
600,11,-61
601,13,-56
602,8,-53
603,11,-56
604,11,-55
605,8,-58
606,14,-61
607,9,-59
608,11,-53
609,9,-39
610,13,-35
611,19,-31
612,19,-38
613,18,-36
614,17,-39
615,13,-33
616,10,-52
617,5,-59
618,14,-69
619,19,-73
620,19,-71
621,10,-67
622,13,-68
623,13,-64
624,6,-62
625,9,-73
626,5,-64
627,15,75
628,9,258
629,-33,267
630,-95,63
631,-153,-159
632,-154,-201
633,-24,-146
634,84,-88
635,53,-72
636,14,-65
637,17,-56
638,14,-54
639,25,-50
640,22,-49
641,27,-46
642,23,-47
643,22,-38
644,27,-42
645,27,-41
646,28,-40
647,34,-37
648,32,-40
649,36,-36
650,36,-34
651,33,-29
652,32,-28
653,36,-24
654,41,-28
655,37,-22
656,32,-28
657,32,-20
658,34,-21
659,29,-18
660,33,-21
661,32,-39
662,27,-39
663,23,-44
664,22,-48
665,12,-54
666,10,-53
667,9,-55
668,5,-57
669,4,-57
670,1,-47
671,-1,-44
672,-1,-42
673,-6,-42
674,-6,-38
675,4,-40
676,5,-40
677,8,-37
678,9,-35
679,12,-32
680,15,-41
681,17,-35
682,20,-35
683,25,-40
684,24,-34
685,16,-36
686,19,-28
687,20,-34
688,21,-28
689,23,-31
690,21,-37
691,15,-36
692,24,-37
693,19,-36
694,20,-38
695,23,-33
696,24,-41
697,20,-37
698,18,-36
699,18,-40
700,26,-38
701,18,-43
702,19,-39
703,20,-44
704,23,-54
705,19,-47
706,21,-45
707,22,-37
708,23,-42
709,23,-39
710,25,-50
711,27,-51
712,26,-54
713,22,-56
714,18,-48
715,16,-42
716,19,-44
717,18,-53
718,21,-54
719,19,-61
720,12,-54
721,15,-59
722,18,-54
723,7,-54
724,15,-52
725,17,-41
726,14,-32
727,21,-32
728,22,-34
729,15,-32
730,16,-36
731,19,-42
732,10,-54
733,14,-60
734,15,-69
735,21,-70
736,20,-69
737,16,-70
738,16,-70
739,12,-68
740,11,-68
741,8,-79
742,11,-67
743,7,52
744,12,196
745,-49,182
746,-136,28
747,-212,-133
748,-171,-200
749,16,-159
750,136,-101
751,106,-66
