,0,1
0,-8,-52
1,-6,-54
2,-6,-56
3,-6,-54
4,-10,-56
5,-10,-44
6,-8,-46
7,-10,-38
8,-12,-44
9,-14,-28
10,-18,-32
11,-20,-20
12,-24,-28
13,-30,-20
14,-36,-22
15,-44,-18
16,-50,-28
17,-56,-34
18,-62,-40
19,-66,-42
20,-66,-44
21,-64,-56
22,-58,-46
23,-54,-46
24,-44,-24
25,-30,-22
26,-18,-12
27,-10,-16
28,-2,-6
29,2,-14
30,4,-6
31,4,-12
32,8,-12
33,6,-6
34,6,-12
35,4,-8
36,4,-20
37,4,-16
38,2,-14
39,2,-8
40,2,-20
41,2,-16
42,-2,-28
43,-2,-14
44,2,-20
45,0,-22
46,2,-26
47,2,-28
48,0,-20
49,4,-28
50,2,-30
51,2,-38
52,4,-26
53,2,-36
54,4,-24
55,6,-40
56,4,-38
57,0,-32
58,4,-28
59,2,-34
60,2,-30
61,2,-38
62,0,-26
63,8,-12
64,10,-16
65,2,2
66,8,2
67,18,56
68,20,32
69,10,40
70,6,14
71,-8,18
72,-18,10
73,-8,8
74,-2,-30
75,-6,-40
76,-6,-36
77,-8,-38
78,-6,-28
79,-10,-66
80,-12,70
81,-12,412
82,80,962
83,-50,912
84,-82,428
85,-48,-226
86,-110,-108
87,-92,-44
88,-22,-42
89,-24,-52
90,-14,-50
91,-16,-44
92,-10,-42
93,-14,-40
94,-12,-50
95,-12,-36
96,-12,-40
97,-14,-32
98,-16,-38
99,-18,-28
100,-20,-26
101,-20,-18
102,-22,-18
103,-24,-16
104,-26,-20
105,-32,-6
106,-34,0
107,-38,-2
108,-48,0
109,-54,-8
110,-62,2
111,-64,-10
112,-66,-12
113,-72,-34
114,-72,-24
115,-66,-30
116,-58,-16
117,-50,-16
118,-34,-4
119,-30,2
120,-18,12
121,-12,4
122,-6,4
123,0,2
124,-2,4
125,2,4
126,2,-4
127,2,2
128,2,-8
129,0,4
130,4,-4
131,0,2
132,2,-10
133,4,6
134,0,-6
135,-2,4
136,4,-6
137,2,-8
138,4,2
139,0,-6
140,4,-4
141,4,-12
142,6,-14
143,4,-14
144,6,-8
145,8,-24
146,8,-12
147,8,-26
148,6,-14
149,8,-20
150,10,-18
151,10,-24
152,8,-18
153,8,-20
154,8,-18
155,12,-12
156,18,-8
157,14,14
158,20,10
159,16,42
160,38,44
161,26,50
162,18,42
163,16,40
164,2,16
165,4,24
166,2,-6
167,2,-18
168,4,-26
169,2,-22
170,4,-26
171,-2,-44
172,-12,36
173,4,322
174,40,908
175,12,1018
176,-80,654
177,-48,-160
178,-94,-100
179,-86,-76
180,-32,-34
181,-8,-50
182,-4,-38
183,-4,-48
184,0,-42
185,0,-46
186,0,-36
187,2,-36
188,4,-38
189,6,-36
190,4,-34
191,4,-22
192,4,-28
193,2,-18
194,2,-32
195,-2,-8
196,-2,-16
197,-2,-4
198,-6,-10
199,-12,-4
200,-16,-4
201,-20,2
202,-26,-14
203,-36,-18
204,-36,-28
205,-44,-34
206,-38,-32
207,-38,-42
208,-34,-30
209,-24,-28
210,-16,-8
211,-6,-12
212,4,0
213,10,-10
214,16,8
215,22,-2
216,24,4
217,28,-4
218,26,-6
219,26,2
220,24,-6
221,26,-4
222,24,-12
223,22,-6
224,22,-10
225,24,2
226,22,-16
227,20,-8
228,20,-16
229,18,-10
230,22,-18
231,22,-12
232,22,-24
233,18,-10
234,22,-16
235,20,-18
236,24,-16
237,20,-26
238,20,-14
239,24,-22
240,26,-20
241,22,-30
242,26,-18
243,24,-26
244,26,-14
245,28,-26
246,24,-22
247,26,-20
248,28,-4
249,38,0
250,24,6
251,38,10
252,40,56
253,44,48
254,32,44
255,30,32
256,14,10
257,8,26
258,12,12
259,12,-14
260,16,-36
261,16,-32
262,12,-30
263,16,-26
264,12,-62
265,10,64
266,14,428
267,126,966
268,-38,918
269,-96,400
270,-62,-226
271,-122,-124
272,-78,-40
273,-2,-46
274,4,-52
275,6,-58
276,12,-44
277,14,-52
278,14,-46
279,16,-48
280,16,-52
281,16,-38
282,18,-40
283,16,-34
284,16,-38
285,16,-28
286,14,-30
287,12,-16
288,10,-28
289,4,-14
290,2,-18
291,-6,-6
292,-6,-8
293,-16,-10
294,-20,-14
295,-30,-12
296,-34,-16
297,-42,-30
298,-42,-32
299,-44,-46
300,-40,-28
301,-36,-32
302,-26,-18
303,-12,-22
304,-6,-12
305,4,-6
306,12,0
307,20,-8
308,24,-8
309,26,-10
310,26,-6
311,28,-4
312,28,-14
313,26,-10
314,28,-16
315,28,-6
316,28,-16
317,32,-10
318,30,-24
319,30,-6
320,32,-14
321,30,-12
322,30,-22
323,32,-22
324,30,-18
325,28,-20
326,32,-20
327,30,-30
328,32,-22
329,30,-28
330,32,-18
331,32,-36
332,28,-26
333,32,-36
334,32,-24
335,32,-30
336,32,-32
337,32,-30
338,28,-32
339,32,-26
340,30,-30
341,36,-16
342,40,-24
343,34,0
344,38,0
345,32,26
346,60,36
347,42,36
348,38,34
349,32,20
350,16,4
351,18,4
352,18,-10
353,20,-36
354,22,-34
355,22,-46
356,22,-36
357,18,-54
358,0,-36
359,34,188
360,26,722
361,110,990
362,-68,762
363,-86,10
364,-74,-160
365,-78,-102
366,-50,-44
367,10,-46
368,8,-56
369,16,-52
370,16,-58
371,18,-54
372,18,-54
373,18,-42
374,22,-56
375,20,-44
376,20,-50
377,16,-36
378,18,-32
379,16,-34
380,16,-30
381,10,-28
382,8,-18
383,4,-20
384,0,-10
385,-6,-20
386,-12,-2
387,-18,-12
388,-26,-6
389,-30,-22
390,-40,-24
391,-46,-28
392,-48,-32
393,-46,-38
394,-42,-36
395,-32,-32
396,-26,-22
397,-12,-6
398,-2,-18
399,6,-4
400,18,-14
401,18,0
402,26,-10
403,28,-8
404,28,-18
405,28,-8
406,30,-12
407,30,-14
408,30,-16
409,24,-24
410,26,-12
411,24,-22
412,26,-10
413,26,-26
414,28,-18
415,26,-24
416,24,-18
417,26,-24
418,24,-22
419,24,-30
420,26,-24
421,28,-22
422,26,-28
423,26,-30
424,22,-32
425,26,-26
426,26,-32
427,26,-24
428,26,-38
429,24,-26
430,26,-34
431,26,-24
432,28,-36
433,24,-28
434,26,-18
435,28,-10
436,34,-8
437,28,-2
438,32,10
439,52,46
440,40,46
441,32,34
442,34,24
443,12,2
444,10,14
445,10,-2
446,14,-32
447,10,-42
448,14,-40
449,8,-38
450,12,-42
451,0,-62
