,0,1
0,-11,-3
1,-4,-2
2,-1,-5
3,0,-8
4,12,-13
5,15,-11
6,21,-19
7,22,-24
8,29,-28
9,29,-30
10,25,-29
11,20,-30
12,10,-28
13,3,-27
14,-10,-22
15,-15,-17
16,-25,-8
17,-35,-4
18,-35,2
19,-41,5
20,-44,8
21,-42,7
22,-48,11
23,-48,10
24,-47,12
25,-51,15
26,-48,15
27,-53,14
28,-50,16
29,-52,14
30,-52,18
31,-53,18
32,-50,20
33,-50,20
34,-50,18
35,-50,20
36,-47,22
37,-46,21
38,-44,19
39,-45,21
40,-45,22
41,-48,21
42,-52,20
43,-50,21
44,-52,21
45,-52,25
46,-52,19
47,-54,20
48,-53,17
49,-56,25
50,-56,23
51,-58,23
52,-55,23
53,-57,20
54,-57,23
55,-57,23
56,-58,24
57,-59,21
58,-62,27
59,-60,23
60,-57,23
61,-60,23
62,-60,25
63,-60,28
64,-61,30
65,-62,29
66,-59,29
67,-62,32
68,-58,31
69,-60,33
70,-61,30
71,-64,35
72,-62,32
73,-61,35
74,-64,32
75,-59,30
76,-60,35
77,-55,37
78,-48,38
79,-44,42
80,-43,51
81,-43,53
82,-41,56
83,-48,43
84,-48,33
85,-46,29
86,-47,28
87,-50,30
88,-58,33
89,-62,39
90,-60,38
91,-61,40
92,-57,38
93,-59,40
94,-51,38
95,0,54
96,94,69
97,123,68
98,14,53
99,-60,59
100,-78,98
101,-88,166
102,-107,216
103,-115,203
104,-87,184
105,-62,171
106,-58,118
107,-54,82
108,-49,71
109,-46,67
110,-46,58
111,-44,53
112,-40,50
113,-37,50
114,-37,49
115,-32,46
116,-30,44
117,-25,47
118,-24,40
119,-21,42
120,-16,41
121,-11,38
122,-3,32
123,1,31
124,8,25
125,10,25
126,16,18
127,20,17
128,18,17
129,14,14
130,11,13
131,0,18
132,-6,18
133,-17,23
134,-25,28
135,-30,37
136,-36,44
137,-41,50
138,-46,52
139,-48,59
140,-52,57
141,-52,55
142,-54,57
143,-53,59
144,-55,61
145,-55,60
146,-53,61
147,-59,58
148,-57,61
149,-60,66
150,-55,65
151,-57,62
152,-55,63
153,-54,65
154,-55,70
155,-55,66
156,-55,68
157,-54,68
158,-55,68
159,-54,64
160,-58,63
161,-60,64
162,-62,66
163,-60,65
164,-64,65
165,-64,61
166,-65,63
167,-68,62
168,-64,59
169,-66,67
170,-66,67
171,-68,65
172,-68,67
173,-69,66
174,-65,69
175,-66,65
176,-67,67
177,-70,63
178,-67,66
179,-69,66
180,-73,65
181,-76,67
182,-73,68
183,-72,69
184,-70,71
185,-72,69
186,-71,67
187,-71,67
188,-71,67
189,-74,71
190,-72,69
191,-71,72
192,-70,70
193,-72,67
194,-70,68
195,-63,74
196,-60,73
197,-58,80
198,-56,82
199,-56,86
200,-62,71
201,-64,64
202,-58,65
203,-62,60
204,-64,61
205,-69,66
206,-78,74
207,-78,73
208,-72,69
209,-71,69
210,-72,72
211,-63,71
212,-10,81
213,87,102
214,119,97
215,8,77
216,-65,81
217,-86,122
218,-91,187
219,-114,239
220,-118,234
221,-97,216
222,-71,203
223,-66,147
224,-63,114
225,-57,101
226,-54,90
227,-52,85
228,-51,78
229,-52,73
230,-48,77
231,-45,70
232,-40,68
233,-37,67
234,-34,65
235,-33,64
236,-27,61
237,-22,59
238,-13,59
239,-9,52
240,-4,53
241,5,48
242,13,41
243,13,41
244,14,38
245,17,35
246,9,33
247,4,29
248,-3,30
249,-7,35
250,-17,38
251,-28,44
252,-37,46
253,-43,54
254,-49,56
255,-52,58
256,-53,63
257,-57,65
258,-58,71
259,-58,71
260,-59,70
261,-60,71
262,-60,69
263,-63,69
264,-59,69
265,-65,67
266,-60,67
267,-59,69
268,-63,65
269,-60,68
270,-57,67
271,-56,64
272,-56,62
273,-57,63
274,-54,60
275,-54,60
276,-55,60
277,-58,54
278,-60,58
279,-59,55
280,-58,54
281,-56,54
282,-63,56
283,-62,54
284,-61,50
285,-63,49
286,-63,51
287,-67,49
288,-66,47
289,-69,51
290,-64,48
291,-68,46
292,-69,47
293,-67,49
294,-66,45
295,-68,46
296,-71,46
297,-68,48
298,-65,46
299,-68,46
300,-66,45
301,-68,45
302,-70,46
303,-69,47
304,-66,43
305,-67,45
306,-70,40
307,-70,41
308,-66,43
309,-67,43
310,-70,41
311,-62,43
312,-58,44
313,-57,49
314,-56,52
315,-55,56
316,-60,58
317,-60,45
318,-57,34
319,-60,28
320,-55,37
321,-61,32
322,-61,32
323,-78,35
324,-76,32
325,-72,33
326,-73,31
327,-73,34
328,-75,33
329,-45,40
330,37,57
331,116,59
332,87,51
333,-28,36
334,-84,53
335,-89,100
336,-107,166
337,-117,199
338,-119,180
339,-93,170
340,-72,157
341,-64,95
342,-62,68
343,-58,60
344,-55,48
345,-50,42
346,-50,40
347,-48,32
348,-42,34
349,-41,30
350,-37,28
351,-34,25
352,-31,22
353,-28,22
354,-22,19
355,-18,17
356,-13,13
357,-3,15
358,3,8
359,4,-1
360,12,-2
361,17,-6
362,16,-8
363,21,-12
364,18,-17
365,12,-15
366,3,-14
367,-3,-12
368,-14,-9
369,-22,-1
370,-30,0
371,-35,6
372,-37,11
373,-44,16
374,-44,18
375,-49,17
376,-47,20
377,-47,16
378,-49,21
379,-47,17
380,-50,21
381,-52,17
382,-50,18
383,-51,17
384,-52,14
385,-51,20
386,-49,18
387,-46,17
388,-49,17
389,-41,17
390,-42,19
391,-41,13
392,-46,16
393,-45,14
394,-42,13
395,-44,15
396,-45,12
397,-45,13
398,-47,12
399,-46,10
400,-47,6
401,-53,7
402,-50,6
403,-49,1
404,-54,-1
405,-53,-2
406,-53,3
407,-53,0
408,-49,0
409,-54,0
410,-55,-2
411,-55,-3
412,-55,-2
413,-52,-3
414,-55,-5
415,-54,-5
416,-54,-4
417,-57,-5
418,-57,-6
419,-59,-1
420,-58,-7
421,-58,-8
422,-60,-8
423,-58,-3
424,-56,-8
425,-61,-10
426,-59,-13
